EXTERNAL/TSAI:  VERSION OF 8/8/96

RUNPLAN for CLAS hadronization experiment                               
 inclusive:                                                             
                                                                        
CLAS ALUMINUM                                                           
                                                                        

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = ( 13, 27);   avgA =  27.000; amuM= 26.978; avgM= 25.130
 targ= ordina; ttarg(rl)=0.01315; twall=0.00129; tbeam=0.00264; tspec=0.00000
         Nseg  =   2
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 1
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.540 10.869  2.83    0.68   -8.57    0.63    0.00   -7.94  1.005
   7.472  0.491  3.81    0.87  -12.17    0.78    0.00  -11.39 7.224E+02

  10.540 11.292  2.98    0.63   -8.22    0.56    0.00   -7.66  0.981
   7.304  0.491  3.97    0.80  -11.73    0.70    0.00  -11.04 5.835E+02

  10.540 11.742  3.14    0.58   -7.88    0.50    0.00   -7.38  0.957
   7.126  0.491  4.14    0.75  -11.30    0.63    0.00  -10.67 4.707E+02

  10.540 12.222  3.32    0.55   -7.54    0.44    0.00   -7.10  0.935
   6.939  0.491  4.32    0.70  -10.87    0.56    0.00  -10.31 3.789E+02

  10.540 12.737  3.50    0.52   -7.21    0.40    0.00   -6.81  0.914
   6.742  0.491  4.51    0.66  -10.44    0.51    0.00   -9.93 3.043E+02

  10.540 13.290  3.69    0.49   -6.85    0.36    0.00   -6.49  0.893
   6.533  0.490  4.71    0.62   -9.98    0.46    0.00   -9.52 2.440E+02

  10.540 13.887  3.89    0.47   -6.50    0.33    0.00   -6.17  0.873
   6.314  0.491  4.92    0.59   -9.53    0.42    0.00   -9.11 1.949E+02

  10.540 14.535  4.10    0.46   -6.12    0.30    0.00   -5.82  0.853
   6.082  0.490  5.14    0.57   -9.04    0.38    0.00   -8.66 1.552E+02

  10.540 15.241  4.33    0.46   -5.71    0.28    0.00   -5.43  0.836
   5.837  0.490  5.38    0.57   -8.52    0.36    0.00   -8.17 1.232E+02

  10.540 16.014  4.56    0.46   -5.29    0.26    0.00   -5.03  0.819
   5.580  0.490  5.62    0.56   -7.98    0.34    0.00   -7.64 9.717E+01

  10.540 16.869  4.81    0.47   -4.83    0.25    0.00   -4.58  0.803
   5.308  0.490  5.88    0.57   -7.39    0.32    0.00   -7.07 7.627E+01

  10.540 17.820  5.08    0.49   -4.32    0.24    0.00   -4.08  0.789
   5.021  0.490  6.16    0.59   -6.75    0.31    0.00   -6.43 5.948E+01

  10.540 18.888  5.36    0.52   -3.78    0.24    0.00   -3.54  0.776
   4.719  0.490  6.45    0.63   -6.05    0.31    0.00   -5.74 4.599E+01

  10.540 20.101  5.65    0.57   -3.19    0.25    0.00   -2.94  0.765
   4.400  0.490  6.75    0.68   -5.28    0.32    0.00   -4.96 3.525E+01

  10.540 21.497  5.96    0.65   -2.52    0.26    0.00   -2.25  0.755
   4.063  0.490  7.08    0.76   -4.42    0.35    0.00   -4.08 2.674E+01

  10.540 23.131  6.28    0.75   -1.77    0.30    0.00   -1.47  0.750
   3.708  0.490  7.42    0.88   -3.46    0.39    0.00   -3.07 2.002E+01

  10.540 25.084  6.63    0.90   -0.91    0.35    0.00   -0.56  0.746
   3.334  0.490  7.77    1.06   -2.35    0.46    0.00   -1.89 1.474E+01

  10.540 27.481  6.99    1.13    0.12    0.45    0.00    0.56  0.748
   2.939  0.490  8.15    1.34   -1.02    0.59    0.00   -0.43 1.063E+01

  10.540 30.533  7.37    1.51    1.37    0.64    0.00    2.00  0.755
   2.523  0.490  8.55    1.80    0.60    0.83    0.00    1.44 7.458E+00

  10.540 34.622  7.78    2.19    3.03    1.05    0.00    4.08  0.772
   2.083  0.490  8.97    2.67    2.76    1.38    0.00    4.13 5.042E+00

  10.540 40.551  8.20    3.63    5.48    2.15    0.00    7.63  0.801
   1.620  0.490  9.42    4.60    5.93    2.81    0.00    8.73 3.205E+00

  10.540 50.409  8.65    7.73   10.22    6.17    0.00   16.39  0.841
   1.132  0.490  9.88   10.36   11.92    8.05    0.00   19.96 1.829E+00

  10.540 72.689  9.12   28.69   29.64   29.61    0.00   59.25  0.771
   0.616  0.490 10.38   42.18   34.06   37.79    0.00   71.84 8.196E-01

  10.540  5.812  1.03    4.00  -17.85    7.49    0.00  -10.36  1.883
   9.474  0.513  1.85    5.08  -22.81    8.20    0.00  -14.61 2.693E+04

  10.540  5.988  1.08    3.72  -17.22    6.78    0.00  -10.44  1.829
   9.415  0.513  1.91    4.74  -22.16    7.46    0.00  -14.69 2.233E+04

  10.540  6.170  1.14    3.45  -16.68    6.10    0.00  -10.58  1.778
   9.353  0.513  1.97    4.40  -21.60    6.76    0.00  -14.84 1.858E+04

  10.540  6.359  1.20    3.17  -16.15    5.47    0.00  -10.68  1.729
   9.288  0.513  2.03    4.05  -21.06    6.10    0.00  -14.96 1.549E+04

  10.540  6.555  1.27    2.92  -15.65    4.88    0.00  -10.77  1.680
   9.219  0.513  2.09    3.73  -20.53    5.47    0.00  -15.07 1.295E+04

  10.540  6.759  1.34    2.67  -15.27    4.32    0.00  -10.96  1.631
   9.146  0.512  2.16    3.40  -20.13    4.87    0.00  -15.26 1.084E+04

  10.540  6.971  1.41    2.43  -14.76    3.81    0.00  -10.95  1.584
   9.069  0.512  2.23    3.10  -19.59    4.32    0.00  -15.27 9.074E+03

  10.540  7.192  1.49    2.20  -14.37    3.36    0.00  -11.01  1.539
   8.988  0.512  2.30    2.82  -19.16    3.83    0.00  -15.33 7.595E+03

  10.540  7.422  1.57    2.00  -14.02    2.95    0.00  -11.07  1.497
   8.903  0.512  2.38    2.55  -18.77    3.39    0.00  -15.37 6.347E+03

  10.540  7.661  1.66    1.81  -13.59    2.60    0.00  -11.00  1.454
   8.813  0.512  2.46    2.32  -18.28    3.00    0.00  -15.28 5.293E+03

  10.540  7.911  1.75    1.64  -13.16    2.28    0.00  -10.88  1.413
   8.718  0.512  2.55    2.10  -17.79    2.65    0.00  -15.13 4.399E+03

  10.540  8.172  1.84    1.49  -12.74    2.01    0.00  -10.73  1.373
   8.618  0.512  2.64    1.91  -17.29    2.35    0.00  -14.94 3.642E+03

  10.540  8.446  1.95    1.35  -12.34    1.77    0.00  -10.57  1.336
   8.513  0.512  2.74    1.74  -16.81    2.08    0.00  -14.73 3.004E+03

  10.540  8.731  2.05    1.23  -11.88    1.56    0.00  -10.32  1.297
   8.401  0.511  2.84    1.58  -16.26    1.84    0.00  -14.42 2.470E+03

  10.540  9.031  2.16    1.12  -11.43    1.37    0.00  -10.06  1.261
   8.284  0.511  2.95    1.44  -15.72    1.63    0.00  -14.08 2.021E+03

  10.540  9.346  2.28    1.03  -11.00    1.21    0.00   -9.79  1.226
   8.160  0.511  3.06    1.32  -15.19    1.45    0.00  -13.74 1.650E+03

  10.540  9.677  2.41    0.94  -10.56    1.07    0.00   -9.49  1.191
   8.029  0.511  3.18    1.20  -14.65    1.29    0.00  -13.37 1.343E+03

  10.540 10.025  2.54    0.86  -10.17    0.95    0.00   -9.22  1.158
   7.891  0.511  3.31    1.10  -14.16    1.14    0.00  -13.01 1.091E+03

  10.540 10.393  2.68    0.79   -9.78    0.84    0.00   -8.94  1.126
   7.746  0.511  3.44    1.01  -13.67    1.02    0.00  -12.65 8.836E+02

  10.540 10.782  2.83    0.73   -9.38    0.74    0.00   -8.64  1.096
   7.593  0.511  3.58    0.93  -13.18    0.90    0.00  -12.28 7.143E+02

  10.540 11.194  2.98    0.67   -9.04    0.65    0.00   -8.38  1.065
   7.431  0.511  3.73    0.86  -12.74    0.80    0.00  -11.93 5.770E+02

  10.540 11.632  3.14    0.62   -8.67    0.58    0.00   -8.09  1.036
   7.260  0.511  3.89    0.79  -12.28    0.72    0.00  -11.56 4.652E+02

  10.540 12.099  3.32    0.58   -8.33    0.52    0.00   -7.81  1.008
   7.081  0.511  4.06    0.73  -11.84    0.64    0.00  -11.21 3.741E+02

  10.540 12.598  3.50    0.54   -7.99    0.46    0.00   -7.53  0.981
   6.891  0.511  4.23    0.68  -11.41    0.57    0.00  -10.84 3.006E+02

  10.540 13.132  3.69    0.51   -7.65    0.41    0.00   -7.24  0.955
   6.691  0.511  4.41    0.64  -10.98    0.51    0.00  -10.47 2.410E+02

  10.540 13.707  3.89    0.48   -7.30    0.37    0.00   -6.93  0.930
   6.480  0.511  4.61    0.61  -10.53    0.46    0.00  -10.07 1.928E+02

  10.540 14.329  4.10    0.47   -6.94    0.33    0.00   -6.60  0.905
   6.257  0.511  4.81    0.58  -10.07    0.42    0.00   -9.65 1.538E+02

  10.540 15.004  4.33    0.45   -6.56    0.30    0.00   -6.26  0.881
   6.022  0.510  5.03    0.56   -9.59    0.38    0.00   -9.20 1.222E+02

  10.540 15.740  4.56    0.45   -6.15    0.28    0.00   -5.87  0.859
   5.774  0.510  5.26    0.55   -9.07    0.35    0.00   -8.71 9.679E+01

  10.540 16.549  4.81    0.45   -5.73    0.26    0.00   -5.47  0.838
   5.513  0.510  5.50    0.55   -8.53    0.33    0.00   -8.20 7.622E+01

  10.540 17.444  5.08    0.46   -5.27    0.25    0.00   -5.03  0.818
   5.238  0.510  5.75    0.56   -7.94    0.32    0.00   -7.63 5.965E+01

  10.540 18.442  5.36    0.48   -4.77    0.24    0.00   -4.53  0.800
   4.947  0.510  6.02    0.58   -7.30    0.31    0.00   -6.99 4.641E+01

  10.540 19.566  5.65    0.52   -4.23    0.24    0.00   -3.99  0.784
   4.641  0.510  6.30    0.62   -6.60    0.31    0.00   -6.30 3.578E+01

  10.540 20.847  5.96    0.57   -3.62    0.24    0.00   -3.38  0.769
   4.317  0.510  6.60    0.67   -5.83    0.32    0.00   -5.51 2.736E+01

  10.540 22.327  6.28    0.64   -2.95    0.26    0.00   -2.69  0.757
   3.976  0.510  6.91    0.76   -4.96    0.34    0.00   -4.63 2.067E+01

  10.540 24.068  6.63    0.75   -2.20    0.29    0.00   -1.90  0.749
   3.617  0.510  7.24    0.88   -3.99    0.38    0.00   -3.61 1.539E+01

  10.540 26.161  6.99    0.91   -1.31    0.35    0.00   -0.96  0.744
   3.237  0.510  7.59    1.07   -2.85    0.45    0.00   -2.40 1.128E+01

  10.540 28.751  7.37    1.15   -0.27    0.45    0.00    0.18  0.745
   2.837  0.510  7.96    1.36   -1.51    0.59    0.00   -0.91 8.084E+00

  10.540 32.086  7.78    1.56    1.02    0.66    0.00    1.68  0.754
   2.415  0.510  8.35    1.87    0.16    0.86    0.00    1.02 5.624E+00

  10.540 36.631  8.20    2.33    2.73    1.14    0.00    3.87  0.773
   1.970  0.510  8.76    2.85    2.37    1.49    0.00    3.86 3.748E+00

  10.540 43.403  8.65    4.05    5.34    2.52    0.00    7.86  0.810
   1.501  0.510  9.19    5.16    5.71    3.28    0.00    8.99 2.333E+00

  10.540 55.280  9.13    9.56   10.95    8.32    0.00   19.27  0.857
   1.006  0.510  9.64   13.02   12.62   10.81    0.00   23.43 1.279E+00

  10.540 86.811  9.62   46.96   43.67   51.91    0.00   95.58  0.746
   0.483  0.509 10.14   67.92   19.30   53.50    0.00   72.79 5.080E-01

  10.540  5.800  1.03    4.32  -19.82    9.02    0.00  -10.80  2.100
   9.514  0.533  1.78    5.48  -24.83    9.69    0.00  -15.15 2.703E+04

  10.540  5.974  1.08    4.05  -19.07    8.26    0.00  -10.81  2.046
   9.458  0.533  1.83    5.15  -24.07    8.91    0.00  -15.15 2.228E+04

  10.540  6.155  1.14    3.78  -18.36    7.47    0.00  -10.89  1.988
   9.398  0.533  1.88    4.80  -23.34    8.11    0.00  -15.23 1.844E+04

  10.540  6.343  1.20    3.48  -17.70    6.73    0.00  -10.98  1.933
   9.335  0.533  1.94    4.43  -22.68    7.34    0.00  -15.33 1.531E+04

  10.540  6.538  1.27    3.23  -17.11    6.03    0.00  -11.08  1.881
   9.269  0.533  1.99    4.11  -22.07    6.62    0.00  -15.45 1.273E+04

  10.540  6.740  1.34    2.96  -16.56    5.37    0.00  -11.19  1.828
   9.199  0.533  2.06    3.77  -21.50    5.93    0.00  -15.57 1.061E+04

  10.540  6.950  1.41    2.70  -16.03    4.76    0.00  -11.28  1.776
   9.125  0.532  2.12    3.44  -20.95    5.28    0.00  -15.67 8.856E+03

  10.540  7.169  1.49    2.45  -15.53    4.19    0.00  -11.33  1.724
   9.047  0.532  2.19    3.13  -20.42    4.68    0.00  -15.74 7.398E+03

  10.540  7.396  1.57    2.23  -15.09    3.69    0.00  -11.40  1.675
   8.965  0.532  2.26    2.84  -19.95    4.15    0.00  -15.80 6.175E+03

  10.540  7.633  1.66    2.02  -14.66    3.25    0.00  -11.41  1.629
   8.879  0.532  2.34    2.58  -19.47    3.67    0.00  -15.80 5.146E+03

  10.540  7.880  1.75    1.83  -14.20    2.84    0.00  -11.35  1.579
   8.787  0.532  2.42    2.33  -18.95    3.23    0.00  -15.72 4.283E+03

  10.540  8.138  1.84    1.65  -13.76    2.50    0.00  -11.26  1.534
   8.691  0.532  2.51    2.11  -18.45    2.85    0.00  -15.60 3.552E+03

  10.540  8.408  1.95    1.50  -13.29    2.19    0.00  -11.10  1.488
   8.589  0.531  2.60    1.92  -17.91    2.51    0.00  -15.40 2.937E+03

  10.540  8.690  2.05    1.36  -12.87    1.92    0.00  -10.95  1.445
   8.482  0.531  2.69    1.74  -17.41    2.22    0.00  -15.19 2.419E+03

  10.540  8.985  2.16    1.23  -12.39    1.69    0.00  -10.70  1.402
   8.369  0.531  2.79    1.58  -16.84    1.96    0.00  -14.88 1.984E+03

  10.540  9.295  2.28    1.12  -11.93    1.48    0.00  -10.45  1.361
   8.250  0.531  2.89    1.44  -16.29    1.74    0.00  -14.56 1.621E+03

  10.540  9.620  2.41    1.02  -11.48    1.30    0.00  -10.17  1.320
   8.124  0.531  3.01    1.31  -15.75    1.53    0.00  -14.21 1.322E+03

  10.540  9.962  2.54    0.94  -11.07    1.15    0.00   -9.92  1.282
   7.992  0.531  3.12    1.20  -15.24    1.36    0.00  -13.88 1.073E+03

  10.540 10.323  2.68    0.86  -10.63    1.01    0.00   -9.62  1.243
   7.852  0.531  3.25    1.10  -14.71    1.20    0.00  -13.50 8.694E+02

  10.540 10.704  2.83    0.78  -10.21    0.89    0.00   -9.32  1.205
   7.704  0.531  3.38    1.00  -14.19    1.06    0.00  -13.13 7.032E+02

  10.540 11.107  2.98    0.72   -9.86    0.79    0.00   -9.07  1.170
   7.549  0.531  3.51    0.92  -13.74    0.94    0.00  -12.80 5.673E+02

  10.540 11.534  3.14    0.66   -9.47    0.69    0.00   -8.78  1.134
   7.384  0.531  3.66    0.85  -13.26    0.83    0.00  -12.43 4.573E+02

  10.540 11.988  3.32    0.61   -9.09    0.61    0.00   -8.48  1.100
   7.211  0.531  3.81    0.78  -12.79    0.74    0.00  -12.05 3.677E+02

  10.540 12.473  3.50    0.57   -8.76    0.54    0.00   -8.22  1.067
   7.029  0.531  3.97    0.73  -12.36    0.66    0.00  -11.70 2.952E+02

  10.540 12.991  3.69    0.53   -8.41    0.48    0.00   -7.94  1.035
   6.836  0.531  4.14    0.68  -11.92    0.59    0.00  -11.34 2.367E+02

  10.540 13.547  3.89    0.50   -8.07    0.42    0.00   -7.64  1.004
   6.633  0.531  4.32    0.63  -11.49    0.52    0.00  -10.96 1.894E+02

  10.540 14.146  4.10    0.48   -7.72    0.38    0.00   -7.34  0.974
   6.419  0.531  4.51    0.60  -11.04    0.47    0.00  -10.57 1.511E+02

  10.540 14.794  4.33    0.46   -7.36    0.34    0.00   -7.02  0.944
   6.193  0.531  4.71    0.57  -10.58    0.42    0.00  -10.16 1.202E+02

  10.540 15.499  4.56    0.45   -6.98    0.31    0.00   -6.68  0.916
   5.955  0.531  4.92    0.55  -10.11    0.39    0.00   -9.72 9.532E+01

  10.540 16.270  4.81    0.44   -6.58    0.28    0.00   -6.30  0.888
   5.703  0.530  5.14    0.54   -9.59    0.36    0.00   -9.24 7.531E+01

  10.540 17.117  5.08    0.44   -6.15    0.26    0.00   -5.89  0.862
   5.438  0.530  5.38    0.54   -9.05    0.33    0.00   -8.72 5.916E+01

  10.540 18.057  5.36    0.46   -5.69    0.25    0.00   -5.44  0.837
   5.158  0.530  5.62    0.55   -8.46    0.31    0.00   -8.14 4.622E+01

  10.540 19.108  5.65    0.48   -5.19    0.24    0.00   -4.96  0.815
   4.864  0.530  5.88    0.57   -7.82    0.30    0.00   -7.52 3.580E+01

  10.540 20.296  5.96    0.51   -4.64    0.24    0.00   -4.40  0.795
   4.552  0.530  6.16    0.61   -7.11    0.30    0.00   -6.81 2.756E+01

  10.540 21.654  6.28    0.57   -4.03    0.24    0.00   -3.79  0.776
   4.224  0.530  6.45    0.67   -6.33    0.31    0.00   -6.02 2.098E+01

  10.540 23.231  6.63    0.64   -3.35    0.26    0.00   -3.09  0.761
   3.878  0.530  6.75    0.76   -5.46    0.33    0.00   -5.13 1.578E+01

  10.540 25.095  6.99    0.75   -2.58    0.29    0.00   -2.28  0.750
   3.513  0.530  7.08    0.89   -4.47    0.38    0.00   -4.09 1.170E+01

  10.540 27.354  7.37    0.92   -1.68    0.35    0.00   -1.33  0.744
   3.128  0.530  7.42    1.08   -3.32    0.46    0.00   -2.86 8.518E+00

  10.540 30.177  7.78    1.19   -0.61    0.47    0.00   -0.14  0.744
   2.722  0.530  7.77    1.41   -1.94    0.61    0.00   -1.33 6.055E+00

  10.540 33.864  8.20    1.64    0.70    0.70    0.00    1.41  0.754
   2.294  0.530  8.15    1.97   -0.24    0.92    0.00    0.67 4.166E+00

  10.540 38.994  8.65    2.53    2.48    1.29    0.00    3.77  0.778
   1.842  0.530  8.55    3.12    2.04    1.68    0.00    3.71 2.736E+00

  10.540 46.918  9.13    4.71    5.31    3.15    0.00    8.46  0.825
   1.366  0.530  8.97    6.06    5.60    4.10    0.00    9.70 1.658E+00

  10.540 61.895  9.62   12.89   12.51   12.34    0.00   24.85  0.862
   0.863  0.530  9.42   17.93   14.05   15.93    0.00   29.98 8.614E-01

  10.540116.435 10.14   98.61   81.27  115.32    0.00  196.58  0.693
   0.333  0.530  9.89  157.80  121.48  161.23    0.00  282.70 2.745E-01

  10.540  5.788  1.03    4.67  -22.09   10.83    0.00  -11.26  2.327
   9.552  0.554  1.71    5.92  -27.14   11.42    0.00  -15.72 2.714E+04

  10.540  5.962  1.08    4.40  -21.10    9.92    0.00  -11.18  2.265
   9.497  0.553  1.75    5.58  -26.14   10.53    0.00  -15.62 2.227E+04

  10.540  6.142  1.14    4.13  -20.28    9.08    0.00  -11.20  2.209
   9.440  0.553  1.80    5.24  -25.31    9.68    0.00  -15.63 1.832E+04

  10.540  6.328  1.20    3.84  -19.47    8.22    0.00  -11.25  2.149
   9.379  0.553  1.85    4.88  -24.49    8.80    0.00  -15.69 1.513E+04

  10.540  6.521  1.27    3.56  -18.76    7.40    0.00  -11.36  2.091
   9.315  0.553  1.91    4.52  -23.77    7.97    0.00  -15.80 1.253E+04

  10.540  6.722  1.34    3.28  -18.10    6.64    0.00  -11.46  2.037
   9.248  0.553  1.96    4.17  -23.10    7.19    0.00  -15.91 1.039E+04

  10.540  6.930  1.41    3.01  -17.46    5.91    0.00  -11.55  1.981
   9.177  0.553  2.02    3.82  -22.45    6.44    0.00  -16.02 8.638E+03

  10.540  7.147  1.49    2.74  -16.88    5.24    0.00  -11.64  1.926
   9.102  0.552  2.09    3.49  -21.85    5.74    0.00  -16.12 7.189E+03

  10.540  7.372  1.57    2.49  -16.36    4.63    0.00  -11.73  1.872
   9.023  0.552  2.15    3.18  -21.30    5.09    0.00  -16.21 5.989E+03

  10.540  7.607  1.66    2.26  -15.82    4.06    0.00  -11.76  1.816
   8.939  0.552  2.23    2.88  -20.72    4.49    0.00  -16.23 4.989E+03

  10.540  7.852  1.75    2.04  -15.29    3.56    0.00  -11.73  1.763
   8.851  0.552  2.30    2.61  -20.16    3.96    0.00  -16.20 4.149E+03

  10.540  8.107  1.84    1.85  -14.79    3.12    0.00  -11.67  1.711
   8.758  0.552  2.38    2.36  -19.61    3.49    0.00  -16.12 3.444E+03

  10.540  8.373  1.95    1.67  -14.38    2.74    0.00  -11.64  1.663
   8.661  0.552  2.46    2.14  -19.13    3.08    0.00  -16.05 2.848E+03

  10.540  8.651  2.05    1.51  -13.89    2.39    0.00  -11.50  1.611
   8.557  0.552  2.55    1.93  -18.57    2.70    0.00  -15.87 2.352E+03

  10.540  8.943  2.16    1.37  -13.38    2.09    0.00  -11.29  1.562
   8.448  0.551  2.64    1.75  -17.99    2.38    0.00  -15.60 1.932E+03

  10.540  9.248  2.28    1.23  -12.94    1.84    0.00  -11.10  1.517
   8.334  0.552  2.74    1.58  -17.46    2.10    0.00  -15.36 1.582E+03

  10.540  9.568  2.41    1.13  -12.43    1.61    0.00  -10.82  1.468
   8.212  0.551  2.84    1.44  -16.86    1.85    0.00  -15.01 1.291E+03

  10.540  9.905  2.54    1.03  -11.99    1.41    0.00  -10.57  1.425
   8.085  0.551  2.95    1.32  -16.33    1.63    0.00  -14.69 1.049E+03

  10.540 10.259  2.68    0.94  -11.52    1.24    0.00  -10.28  1.380
   7.950  0.551  3.06    1.20  -15.77    1.44    0.00  -14.33 8.508E+02

  10.540 10.632  2.83    0.86  -11.11    1.09    0.00  -10.02  1.337
   7.808  0.551  3.18    1.10  -15.26    1.27    0.00  -13.99 6.880E+02

  10.540 11.027  2.98    0.78  -10.66    0.96    0.00   -9.71  1.295
   7.658  0.551  3.31    1.00  -14.72    1.12    0.00  -13.60 5.549E+02

  10.540 11.445  3.14    0.72  -10.29    0.84    0.00   -9.45  1.252
   7.499  0.551  3.44    0.92  -14.24    0.99    0.00  -13.25 4.472E+02

  10.540 11.888  3.32    0.66   -9.89    0.74    0.00   -9.15  1.213
   7.333  0.551  3.58    0.84  -13.76    0.88    0.00  -12.88 3.592E+02

  10.540 12.360  3.50    0.61   -9.52    0.65    0.00   -8.87  1.174
   7.157  0.551  3.73    0.78  -13.29    0.77    0.00  -12.52 2.882E+02

  10.540 12.864  3.69    0.57   -9.16    0.57    0.00   -8.59  1.135
   6.971  0.551  3.89    0.72  -12.85    0.68    0.00  -12.16 2.310E+02

  10.540 13.403  3.89    0.53   -8.82    0.50    0.00   -8.32  1.097
   6.775  0.551  4.06    0.67  -12.42    0.61    0.00  -11.81 1.848E+02

  10.540 13.983  4.10    0.50   -8.48    0.44    0.00   -8.03  1.061
   6.569  0.551  4.23    0.63  -11.98    0.54    0.00  -11.44 1.474E+02

  10.540 14.608  4.33    0.47   -8.12    0.39    0.00   -7.73  1.025
   6.351  0.551  4.41    0.59  -11.53    0.48    0.00  -11.05 1.174E+02

  10.540 15.285  4.56    0.45   -7.76    0.35    0.00   -7.41  0.990
   6.122  0.551  4.61    0.57  -11.08    0.43    0.00  -10.64 9.313E+01

  10.540 16.022  4.81    0.44   -7.38    0.32    0.00   -7.06  0.956
   5.879  0.550  4.81    0.55  -10.59    0.39    0.00  -10.20 7.372E+01

  10.540 16.830  5.08    0.44   -6.98    0.29    0.00   -6.70  0.923
   5.624  0.550  5.03    0.54  -10.09    0.36    0.00   -9.73 5.803E+01

  10.540 17.721  5.36    0.44   -6.55    0.27    0.00   -6.29  0.891
   5.354  0.550  5.26    0.54   -9.54    0.33    0.00   -9.20 4.549E+01

  10.540 18.711  5.65    0.45   -6.09    0.25    0.00   -5.84  0.862
   5.070  0.550  5.50    0.55   -8.94    0.32    0.00   -8.63 3.541E+01

  10.540 19.822  5.96    0.48   -5.58    0.24    0.00   -5.34  0.834
   4.770  0.550  5.75    0.57   -8.30    0.31    0.00   -7.99 2.738E+01

  10.540 21.081  6.28    0.51   -5.03    0.24    0.00   -4.79  0.809
   4.454  0.550  6.02    0.61   -7.59    0.30    0.00   -7.29 2.097E+01

  10.540 22.527  6.63    0.57   -4.41    0.24    0.00   -4.17  0.786
   4.121  0.550  6.30    0.67   -6.81    0.31    0.00   -6.50 1.589E+01

  10.540 24.215  6.99    0.65   -3.72    0.26    0.00   -3.46  0.767
   3.769  0.550  6.60    0.76   -5.92    0.34    0.00   -5.59 1.190E+01

  10.540 26.226  7.37    0.77   -2.93    0.30    0.00   -2.63  0.753
   3.398  0.550  6.91    0.90   -4.90    0.38    0.00   -4.52 8.773E+00

  10.540 28.682  7.78    0.95   -2.02    0.36    0.00   -1.65  0.745
   3.007  0.550  7.24    1.11   -3.73    0.47    0.00   -3.26 6.340E+00

  10.540 31.789  8.20    1.24   -0.92    0.49    0.00   -0.43  0.745
